date,admin1,market,admin1_enc,market_enc,latitude,longitude,year,month,month_sin,month_cos,cpi,fuel_price,temperature,rainfall,cpi_x_fuel,price_yam_per_kg,price_cassava_gari_yellow_per_kg,price_gari_white_per_kg,price_rice_local_per_kg,price_maize_white_per_kg,price_maize_yellow_per_kg,price_rice_imported_per_kg,price_yam_per_kg_deflated,price_yam_per_kg_lag1,price_yam_per_kg_lag3,price_yam_per_kg_lag6,price_yam_per_kg_lag12,price_yam_per_kg_roll_mean3,price_yam_per_kg_roll_mean6,price_yam_per_kg_roll_std3,price_yam_per_kg_deflated_lag1,price_yam_per_kg_deflated_lag3,price_cassava_gari_yellow_per_kg_deflated,price_cassava_gari_yellow_per_kg_lag1,price_cassava_gari_yellow_per_kg_lag3,price_cassava_gari_yellow_per_kg_lag6,price_cassava_gari_yellow_per_kg_lag12,price_cassava_gari_yellow_per_kg_roll_mean3,price_cassava_gari_yellow_per_kg_roll_mean6,price_cassava_gari_yellow_per_kg_roll_std3,price_cassava_gari_yellow_per_kg_deflated_lag1,price_cassava_gari_yellow_per_kg_deflated_lag3,price_gari_white_per_kg_deflated,price_gari_white_per_kg_lag1,price_gari_white_per_kg_lag3,price_gari_white_per_kg_lag6,price_gari_white_per_kg_lag12,price_gari_white_per_kg_roll_mean3,price_gari_white_per_kg_roll_mean6,price_gari_white_per_kg_roll_std3,price_gari_white_per_kg_deflated_lag1,price_gari_white_per_kg_deflated_lag3,price_rice_local_per_kg_deflated,price_rice_local_per_kg_lag1,price_rice_local_per_kg_lag3,price_rice_local_per_kg_lag6,price_rice_local_per_kg_lag12,price_rice_local_per_kg_roll_mean3,price_rice_local_per_kg_roll_mean6,price_rice_local_per_kg_roll_std3,price_rice_local_per_kg_deflated_lag1,price_rice_local_per_kg_deflated_lag3,price_maize_white_per_kg_deflated,price_maize_white_per_kg_lag1,price_maize_white_per_kg_lag3,price_maize_white_per_kg_lag6,price_maize_white_per_kg_lag12,price_maize_white_per_kg_roll_mean3,price_maize_white_per_kg_roll_mean6,price_maize_white_per_kg_roll_std3,price_maize_white_per_kg_deflated_lag1,price_maize_white_per_kg_deflated_lag3,price_maize_yellow_per_kg_deflated,price_maize_yellow_per_kg_lag1,price_maize_yellow_per_kg_lag3,price_maize_yellow_per_kg_lag6,price_maize_yellow_per_kg_lag12,price_maize_yellow_per_kg_roll_mean3,price_maize_yellow_per_kg_roll_mean6,price_maize_yellow_per_kg_roll_std3,price_maize_yellow_per_kg_deflated_lag1,price_maize_yellow_per_kg_deflated_lag3,price_rice_imported_per_kg_deflated,price_rice_imported_per_kg_lag1,price_rice_imported_per_kg_lag3,price_rice_imported_per_kg_lag6,price_rice_imported_per_kg_lag12,price_rice_imported_per_kg_roll_mean3,price_rice_imported_per_kg_roll_mean6,price_rice_imported_per_kg_roll_std3,price_rice_imported_per_kg_deflated_lag1,price_rice_imported_per_kg_deflated_lag3
2017-11-15,Borno,Tashan Bama,2,55,11.81,13.18,2017,11,-0.5,0.866025,214.23,54.25,26.6,3.96,11621.98,176.4,159.04,143.64,348.24,95.08,109.6,392.86,72.39,194.8,132.4,147.2,88.4,180.13,160.53,42.35,79.95,54.34,65.27,172.0,197.92,199.1,150.62,185.13,195.43,12.96,70.59,81.23,58.95,146.97,177.18,181.52,137.5,163.06,174.59,15.2,60.32,72.71,142.92,446.48,642.96,310.74,285.56,544.72,430.42,98.24,183.24,263.87,39.02,122.9,152.78,141.15,101.62,141.49,143.46,16.22,50.44,62.7,44.98,118.65,151.76,144.1,104.05,135.2,142.18,16.56,48.69,62.28,161.23,375.0,857.14,428.57,392.86,616.07,526.78,241.07,153.9,351.77
2017-12-15,Borno,Tashan Bama,2,55,11.81,13.18,2017,12,-0.0,1.0,214.23,54.25,26.6,3.96,11621.98,132.4,192.94,138.41,250.0,92.85,99.8,392.86,54.34,176.4,213.2,139.6,110.4,194.8,165.4,18.4,72.39,87.5,79.18,159.04,185.46,199.6,157.0,172.17,188.75,13.21,65.27,76.11,56.8,143.64,165.04,184.1,143.75,151.88,168.28,11.52,58.95,67.73,102.6,348.24,544.72,316.11,285.56,446.48,436.66,98.24,142.92,223.55,38.11,95.08,148.8,146.62,108.49,122.26,135.78,26.87,39.02,61.07,40.96,109.6,135.2,149.16,110.33,121.15,136.43,12.98,44.98,55.49,161.23,392.86,616.07,437.5,410.71,461.31,520.83,134.32,161.23,252.84
2018-01-15,Borno,Tashan Bama,2,55,11.81,13.18,2018,1,0.5,0.866025,240.14,71.06,26.5,4.12,17064.35,161.6,233.34,228.32,267.78,91.58,99.96,446.43,59.16,132.4,194.8,136.0,117.6,167.87,164.2,32.06,54.34,79.95,85.43,192.94,172.0,218.5,167.5,174.66,187.64,17.11,79.18,70.59,83.59,138.41,146.97,192.75,150.0,143.01,160.66,4.32,56.8,60.32,98.04,250.0,446.48,321.48,289.26,348.24,425.65,98.24,102.6,183.24,33.53,92.85,122.9,148.5,114.49,103.61,126.82,16.74,38.11,50.44,36.6,99.8,118.65,154.22,117.75,109.35,128.21,9.43,40.96,48.69,163.45,392.86,375.0,446.43,420.0,386.91,513.39,10.31,161.23,153.9
2018-02-15,Borno,Tashan Bama,2,55,11.81,13.18,2018,2,0.866025,0.5,240.14,71.06,26.5,4.12,17064.35,154.4,183.13,169.96,285.56,92.9,101.12,428.57,56.53,161.6,176.4,132.4,114.0,156.8,168.47,22.39,59.16,72.39,67.05,233.34,159.04,197.92,192.5,195.11,190.12,37.2,85.43,65.27,62.23,228.32,143.64,177.18,160.0,170.12,166.59,50.47,83.59,58.95,104.55,267.78,348.24,642.96,294.63,288.67,416.7,52.35,98.04,142.92,34.01,91.58,95.08,152.78,127.78,93.17,117.33,1.77,33.53,39.02,37.02,99.96,109.6,151.76,126.12,103.12,119.16,5.61,36.6,44.98,156.91,446.43,392.86,857.14,428.57,410.72,513.39,30.93,163.45,161.23
2018-03-15,Borno,Tashan Bama,2,55,11.81,13.18,2018,3,1.0,0.0,240.14,71.06,26.5,4.12,17064.35,147.2,130.91,115.73,321.48,95.38,101.65,428.57,53.89,154.4,132.4,213.2,110.4,149.47,172.13,15.21,56.53,54.34,47.93,183.13,192.94,185.46,198.0,203.14,187.65,26.61,67.05,79.18,42.37,169.96,138.41,165.04,170.0,178.9,165.39,45.62,62.23,56.8,117.7,285.56,250.0,544.72,300.0,267.78,357.13,17.78,104.55,102.6,34.92,92.9,92.85,148.8,135.68,92.44,107.35,0.75,34.01,38.11,37.22,101.12,99.8,135.2,134.48,100.29,110.72,0.72,37.02,40.96,156.91,428.57,392.86,616.07,446.43,422.62,441.97,27.28,156.91,161.23
2018-04-15,Borno,Tashan Bama,2,55,11.81,13.18,2018,4,0.866025,-0.5,240.14,71.06,26.5,4.12,17064.35,220.4,138.09,116.16,317.16,100.0,104.5,428.57,80.69,147.2,161.6,194.8,102.8,154.4,161.13,7.2,53.89,59.16,50.56,130.91,233.34,172.0,199.6,182.46,178.56,51.22,47.93,85.43,42.53,115.73,228.32,146.97,178.94,171.34,157.17,56.31,42.37,83.59,116.12,321.48,267.78,446.48,305.37,291.61,319.92,27.36,117.7,98.04,36.61,95.38,91.58,122.9,133.82,93.29,98.45,1.93,34.92,33.53,38.26,101.65,99.96,118.65,139.91,100.91,105.13,0.86,37.22,36.6,156.91,428.57,446.43,375.0,437.5,434.52,410.72,10.31,156.91,163.45
2018-05-15,Borno,Tashan Bama,2,55,11.81,13.18,2018,5,0.5,-0.866025,240.14,71.06,26.5,4.12,17064.35,323.6,155.8,119.48,312.84,103.8,104.06,430.72,118.48,220.4,154.4,176.4,147.2,174.0,165.4,40.34,80.69,56.53,57.04,138.09,183.13,159.04,199.1,150.71,172.91,28.31,50.56,67.05,43.74,116.16,169.96,143.64,181.52,133.95,152.04,31.19,42.53,62.23,114.54,317.16,285.56,348.24,310.74,308.07,298.37,19.61,116.12,104.55,38.0,100.0,92.9,95.08,141.15,96.09,94.63,3.6,36.61,34.01,38.1,104.5,101.12,109.6,144.1,102.42,102.77,1.82,38.26,37.02,157.7,428.57,428.57,392.86,428.57,428.57,419.64,0.0,156.91,156.91
2018-06-15,Borno,Tashan Bama,2,55,11.81,13.18,2018,6,0.0,-1.0,240.14,71.06,26.5,4.12,17064.35,211.6,138.3,90.5,308.52,120.0,109.0,432.86,77.47,323.6,147.2,132.4,139.6,230.4,189.93,88.62,118.48,53.89,50.63,155.8,130.91,192.94,199.6,141.6,172.37,12.81,57.04,47.93,33.13,119.48,115.73,138.41,184.1,117.12,148.01,2.05,43.74,42.37,112.96,312.84,321.48,250.0,316.11,317.16,292.47,4.32,114.54,117.7,43.93,103.8,95.38,92.85,146.62,99.73,96.08,4.22,38.0,34.92,39.91,104.06,101.65,99.8,149.16,103.4,101.85,1.53,38.1,37.22,158.48,430.72,428.57,392.86,437.5,429.29,425.95,1.24,157.7,156.91
2018-07-15,Borno,Tashan Bama,2,55,11.81,13.18,2018,7,-0.5,-0.866025,240.14,71.06,26.5,4.12,17064.35,252.8,149.78,122.16,250.0,105.72,103.38,434.28,92.56,211.6,220.4,161.6,136.0,251.87,203.13,62.28,77.47,80.69,54.84,138.3,138.09,233.34,218.5,144.06,163.26,10.16,50.63,50.56,44.73,90.5,116.16,228.32,192.75,108.71,140.02,15.86,33.13,42.53,91.53,308.52,317.16,267.78,321.48,312.84,302.22,4.32,112.96,116.12,38.71,120.0,100.0,91.58,148.5,107.93,100.61,10.62,43.93,36.61,37.85,109.0,104.5,99.96,154.22,105.85,103.38,2.73,39.91,38.26,159.0,432.86,428.57,446.43,446.43,430.72,432.62,2.15,158.48,156.91
2018-08-15,Borno,Tashan Bama,2,55,11.81,13.18,2018,8,-0.866025,-0.5,240.14,71.06,26.5,4.12,17064.35,294.0,134.37,118.54,267.78,106.18,107.0,435.71,107.64,252.8,323.6,154.4,132.4,262.67,218.33,56.65,92.56,118.48,49.2,149.78,155.8,183.13,197.92,147.96,149.34,8.89,54.84,57.04,43.4,122.16,119.48,169.96,177.18,110.71,122.33,17.56,44.73,43.74,98.04,250.0,312.84,285.56,642.96,290.45,299.26,35.1,91.53,114.54,38.87,105.72,103.8,92.9,152.78,109.84,102.97,8.85,38.71,38.0,39.17,103.38,104.06,101.12,151.76,105.48,103.95,3.07,37.85,38.1,159.52,434.28,430.72,428.57,857.14,432.62,430.6,1.79,159.0,157.7
2018-09-15,Borno,Tashan Bama,2,55,11.81,13.18,2018,9,-1.0,-0.0,240.14,71.06,26.5,4.12,17064.35,294.0,123.24,117.2,288.33,101.06,101.16,439.28,107.64,294.0,211.6,147.2,213.2,252.8,241.6,41.2,107.64,77.47,45.12,134.37,138.3,130.91,185.46,140.82,141.21,8.01,49.2,50.63,42.91,118.54,90.5,115.73,165.04,110.4,113.76,17.33,43.4,33.13,105.56,267.78,308.52,321.48,544.72,275.43,296.3,30.0,98.04,112.96,37.0,106.18,120.0,95.38,148.8,110.63,105.18,8.12,38.87,43.93,37.04,107.0,109.0,101.65,135.2,106.46,104.93,2.85,39.17,39.91,160.83,435.71,432.86,428.57,616.07,434.28,431.78,1.43,159.52,158.48
2018-10-15,Borno,Tashan Bama,2,55,11.81,13.18,2018,10,-0.866025,0.5,240.14,71.06,26.5,4.12,17064.35,294.0,115.32,118.6,308.89,95.94,90.38,442.86,107.64,294.0,252.8,220.4,194.8,280.27,266.07,23.79,107.64,92.56,42.22,123.24,149.78,138.09,172.0,135.8,139.93,13.33,45.12,54.84,43.42,117.2,122.16,116.16,146.97,119.3,114.01,2.57,42.91,44.73,113.09,288.33,250.0,317.16,446.48,268.7,290.77,19.18,105.56,91.53,35.13,101.06,105.72,100.0,122.9,104.32,106.13,2.83,37.0,38.71,33.09,101.16,103.38,104.5,118.65,103.85,104.85,2.95,37.04,37.85,162.14,439.28,434.28,428.57,375.0,436.42,433.57,2.58,160.83,159.0
2018-11-15,Borno,Tashan Bama,2,55,11.81,13.18,2018,11,-0.5,0.866025,240.14,71.06,26.5,4.12,17064.35,294.0,111.92,120.02,329.44,86.57,77.95,446.43,107.64,294.0,294.0,323.6,176.4,294.0,278.33,0.0,107.64,107.64,40.98,115.32,134.37,155.8,159.04,124.31,136.14,9.57,42.22,49.2,43.94,118.6,118.54,119.48,143.64,118.11,114.41,0.79,43.42,43.4,120.61,308.89,267.78,312.84,348.24,288.33,289.39,20.56,113.09,98.04,31.69,95.94,106.18,103.8,95.08,101.06,105.45,5.12,35.13,38.87,28.54,90.38,107.0,104.06,109.6,99.51,102.5,8.43,33.09,39.17,163.45,442.86,435.71,430.72,392.86,439.28,435.95,3.58,162.14,159.52
2018-12-15,Borno,Tashan Bama,2,55,11.81,13.18,2018,12,-0.0,1.0,240.14,71.06,26.5,4.12,17064.35,198.4,108.54,121.43,350.0,78.76,77.34,450.0,72.64,294.0,294.0,211.6,132.4,294.0,273.4,0.0,107.64,107.64,39.74,111.92,123.24,138.3,192.94,116.83,128.82,5.81,40.98,45.12,44.46,120.02,117.2,90.5,138.41,118.61,114.5,1.41,43.94,42.91,128.14,329.44,288.33,308.52,250.0,308.89,292.16,20.56,120.61,105.56,28.84,86.57,101.06,120.0,92.85,94.52,102.58,7.35,31.69,37.0,28.32,77.95,101.16,109.0,99.8,89.83,98.14,11.61,28.54,37.04,164.75,446.43,439.28,432.86,392.86,442.86,438.57,3.58,163.45,160.83
2019-01-15,Borno,Tashan Bama,2,55,11.81,13.18,2019,1,0.5,0.866025,267.51,64.35,26.78,5.24,17214.27,246.2,108.94,123.46,357.04,76.21,75.51,428.57,80.92,198.4,294.0,252.8,161.6,262.13,271.2,55.19,72.64,107.64,35.8,108.54,115.32,149.78,233.34,111.93,123.86,3.39,39.74,42.22,40.58,121.43,118.6,122.16,228.32,120.02,119.66,1.42,44.46,43.42,117.34,350.0,308.89,250.0,267.78,329.44,299.07,20.56,128.14,113.09,25.05,78.76,95.94,105.72,91.58,87.09,95.7,8.6,28.84,35.13,24.82,77.34,90.38,103.38,99.96,81.89,92.87,7.36,28.32,33.09,140.85,450.0,442.86,434.28,446.43,446.43,441.43,3.57,164.75,162.14
2019-02-15,Borno,Tashan Bama,2,55,11.81,13.18,2019,2,0.866025,0.5,267.51,64.35,26.78,5.24,17214.27,294.0,161.19,164.2,321.48,83.52,78.06,428.57,96.63,246.2,294.0,294.0,154.4,246.2,270.1,47.8,80.92,107.64,52.98,108.94,111.92,134.37,183.13,109.8,117.06,1.85,35.8,40.98,53.97,123.46,120.02,118.54,169.96,121.64,119.88,1.73,40.58,43.94,105.66,357.04,329.44,267.78,285.56,345.49,316.91,14.34,117.34,120.61,27.45,76.21,86.57,106.18,92.9,80.51,90.79,5.4,25.05,31.69,25.66,75.51,77.95,107.0,101.12,76.93,88.22,1.27,24.82,28.54,140.85,428.57,446.43,435.71,428.57,441.67,440.48,11.48,140.85,163.45
2019-03-15,Borno,Tashan Bama,2,55,11.81,13.18,2019,3,1.0,0.0,267.51,64.35,26.78,5.24,17214.27,294.0,163.08,206.8,321.48,87.58,87.2,428.57,96.63,294.0,198.4,294.0,147.2,246.2,270.1,47.8,96.63,72.64,53.6,161.19,108.54,123.24,130.91,126.22,121.52,30.28,52.98,39.74,67.97,164.2,121.43,117.2,115.73,136.36,127.48,24.13,53.97,44.46,105.66,321.48,350.0,288.33,321.48,342.84,325.86,18.83,105.66,128.14,28.78,83.52,78.76,101.06,95.38,79.5,87.01,3.71,27.45,28.84,28.66,78.06,77.34,101.16,101.65,76.97,83.4,1.31,25.66,28.32,140.85,428.57,450.0,439.28,428.57,435.71,439.28,12.37,140.85,164.75
2019-04-15,Borno,Tashan Bama,2,55,11.81,13.18,2019,4,0.866025,-0.5,267.51,64.35,26.78,5.24,17214.27,294.0,107.9,209.03,285.56,83.02,82.74,428.57,96.63,294.0,246.2,294.0,220.4,278.07,270.1,27.6,96.63,80.92,35.46,163.08,108.94,115.32,138.09,144.4,128.16,30.73,53.6,35.8,68.7,206.8,123.46,118.6,116.16,164.82,142.42,41.67,67.97,40.58,93.85,321.48,357.04,308.89,317.16,333.33,331.39,20.53,105.66,117.34,27.29,87.58,76.21,95.94,100.0,82.44,84.76,5.76,28.78,25.05,27.19,87.2,75.51,90.38,104.5,80.26,81.07,6.15,28.66,24.82,140.85,428.57,428.57,442.86,428.57,428.57,437.5,0.0,140.85,140.85
2019-05-15,Borno,Tashan Bama,2,55,11.81,13.18,2019,5,0.5,-0.866025,267.51,64.35,26.78,5.24,17214.27,294.0,99.4,216.02,294.63,65.05,77.98,428.57,96.63,294.0,294.0,294.0,323.6,294.0,270.1,0.0,96.63,96.63,32.67,107.9,161.19,111.92,155.8,144.06,126.93,31.33,35.46,52.98,71.0,209.03,164.2,120.02,119.48,193.34,157.49,25.26,68.7,53.97,96.83,285.56,321.48,329.44,312.84,309.51,327.5,20.74,93.85,105.66,21.38,83.02,83.52,86.57,103.8,84.71,82.61,2.5,27.29,27.45,25.63,82.74,78.06,77.95,104.06,82.67,79.8,4.57,27.19,25.66,140.85,428.57,428.57,446.43,430.72,428.57,435.12,0.0,140.85,140.85
2019-06-15,Borno,Tashan Bama,2,55,11.81,13.18,2019,6,0.0,-1.0,267.51,64.35,26.78,5.24,17214.27,317.6,210.89,92.1,303.7,61.12,77.98,428.57,104.38,294.0,294.0,198.4,211.6,294.0,270.1,0.0,96.63,96.63,69.31,99.4,163.08,108.54,138.3,123.46,124.84,34.57,32.67,53.6,30.27,216.02,206.8,121.43,90.5,210.62,173.49,4.81,71.0,67.97,99.81,294.63,321.48,350.0,308.52,300.56,321.7,18.68,96.83,105.66,20.09,65.05,87.58,78.76,120.0,78.55,79.02,11.91,21.38,28.78,25.63,77.98,87.2,77.34,109.0,82.64,79.81,4.61,25.63,28.66,140.85,428.57,428.57,450.0,432.86,428.57,432.14,0.0,140.85,140.85
2019-07-15,Borno,Tashan Bama,2,55,11.81,13.18,2019,7,-0.5,-0.866025,267.51,64.35,26.78,5.24,17214.27,341.2,121.24,85.5,292.96,75.74,83.99,428.57,112.14,317.6,294.0,246.2,252.8,301.87,289.97,13.63,104.38,96.63,39.85,210.89,107.9,108.94,149.78,139.4,141.9,62.06,69.31,35.46,28.1,92.1,209.03,123.46,122.16,172.38,168.6,69.62,30.27,68.7,96.28,303.7,285.56,357.04,250.0,294.63,313.98,9.07,99.81,93.85,24.89,61.12,83.02,76.21,105.72,69.73,76.08,11.68,20.09,27.29,27.6,77.98,82.74,75.51,103.38,79.57,79.91,2.75,25.63,27.19,140.85,428.57,428.57,428.57,434.28,428.57,428.57,0.0,140.85,140.85
2019-08-15,Borno,Tashan Bama,2,55,11.81,13.18,2019,8,-0.866025,-0.5,267.51,64.35,26.78,5.24,17214.27,323.6,192.1,131.08,285.56,75.9,85.24,407.86,106.35,341.2,294.0,294.0,294.0,317.6,305.8,23.6,112.14,96.63,63.14,121.24,99.4,161.19,134.37,143.84,143.95,59.08,39.85,32.67,43.08,85.5,216.02,164.2,118.54,131.21,162.28,73.52,28.1,71.0,93.85,292.96,294.63,321.48,267.78,297.1,303.3,5.78,96.28,96.83,24.95,75.74,65.05,83.52,106.18,67.3,76.0,7.57,24.89,21.38,28.02,83.99,77.98,78.06,107.0,79.98,81.32,3.47,27.6,25.63,134.05,428.57,428.57,428.57,435.71,428.57,428.57,0.0,140.85,140.85
2019-09-15,Borno,Tashan Bama,2,55,11.81,13.18,2019,9,-1.0,-0.0,267.51,64.35,26.78,5.24,17214.27,307.2,185.32,141.25,292.78,83.0,93.99,421.43,100.96,323.6,317.6,294.0,294.0,327.47,310.73,12.27,106.35,104.38,60.91,192.1,210.89,163.08,123.24,174.74,149.1,47.28,63.14,69.31,46.42,131.08,92.1,206.8,117.2,102.89,156.76,24.63,43.08,30.27,96.23,285.56,303.7,321.48,288.33,294.07,297.32,9.12,93.85,99.81,27.28,75.9,61.12,87.58,101.06,70.92,74.74,8.49,24.95,20.09,30.89,85.24,77.98,87.2,101.16,82.4,82.52,3.88,28.02,25.63,138.51,407.86,428.57,428.57,439.28,421.67,425.12,11.96,134.05,140.85
2019-10-15,Borno,Tashan Bama,2,55,11.81,13.18,2019,10,-0.866025,0.5,267.51,64.35,26.78,5.24,17214.27,296.8,236.71,145.86,300.0,89.76,86.49,435.0,97.55,307.2,341.2,294.0,294.0,324.0,312.93,17.0,100.96,112.14,77.8,185.32,121.24,107.9,115.32,166.22,152.81,39.1,60.91,39.85,47.94,141.25,85.5,209.03,118.6,119.28,145.83,29.69,46.42,28.1,98.6,292.78,292.96,285.56,308.89,290.43,292.53,4.22,96.23,96.28,29.5,83.0,75.74,83.02,95.94,78.21,73.97,4.15,27.28,24.89,28.43,93.99,83.99,82.74,90.38,87.74,83.65,5.45,30.89,27.6,142.97,421.43,428.57,428.57,442.86,419.29,423.93,10.52,138.51,140.85
2019-11-15,Borno,Tashan Bama,2,55,11.81,13.18,2019,11,-0.5,0.866025,267.51,64.35,26.78,5.24,17214.27,287.2,101.15,117.03,299.26,79.6,96.25,450.71,94.39,296.8,323.6,294.0,294.0,309.2,313.4,13.51,97.55,106.35,33.24,236.71,192.1,99.4,111.92,204.71,174.28,27.92,77.8,63.14,38.46,145.86,131.08,216.02,120.02,139.4,135.3,7.56,47.94,43.08,98.35,300.0,285.56,294.63,329.44,292.78,294.94,7.22,98.6,93.85,26.16,89.76,75.9,65.05,86.57,82.89,75.1,6.93,29.5,24.95,31.63,86.49,85.24,77.98,77.95,88.57,84.28,4.73,28.43,28.02,148.13,435.0,407.86,428.57,446.43,421.43,425.0,13.57,142.97,134.05
2019-12-15,Borno,Tashan Bama,2,55,11.81,13.18,2019,12,-0.0,1.0,267.51,64.35,26.78,5.24,17214.27,278.2,102.85,88.2,298.52,74.62,83.75,471.43,91.43,287.2,307.2,317.6,198.4,297.07,312.27,10.0,94.39,100.96,33.8,101.15,185.32,210.89,108.54,174.39,174.57,68.44,33.24,60.91,28.99,117.03,141.25,92.1,121.43,134.71,118.8,15.49,38.46,46.42,98.11,299.26,292.78,303.7,350.0,297.35,295.71,3.97,98.35,96.23,24.52,79.6,83.0,61.12,78.76,84.12,77.52,5.17,26.16,27.28,27.53,96.25,93.99,77.98,77.34,92.24,87.32,5.11,31.63,30.89,154.94,450.71,421.43,428.57,450.0,435.71,428.69,14.65,148.13,138.51
2020-01-15,Borno,Tashan Bama,2,55,11.81,13.18,2020,1,0.5,0.866025,302.94,41.76,26.42,4.14,12650.77,269.2,177.24,118.7,304.26,78.28,100.0,479.29,78.13,278.2,296.8,341.2,246.2,287.4,305.7,9.3,91.43,97.55,51.44,102.85,236.71,121.24,108.94,146.9,156.56,77.78,33.8,77.8,34.45,88.2,145.86,85.5,123.46,117.03,118.15,28.83,28.99,47.94,88.3,298.52,300.0,292.96,357.04,299.26,294.85,0.74,98.11,98.6,22.72,74.62,89.76,75.74,76.21,81.33,79.77,7.72,24.52,29.5,29.02,83.75,86.49,83.99,75.51,88.83,88.28,6.57,27.53,28.43,139.1,471.43,435.0,428.57,428.57,452.38,435.83,18.27,154.94,142.97
2020-02-15,Borno,Tashan Bama,2,55,11.81,13.18,2020,2,0.866025,0.5,302.94,41.76,26.42,4.14,12650.77,191.2,156.36,208.36,310.0,84.64,100.0,480.72,55.49,269.2,287.2,323.6,294.0,278.2,293.7,9.0,78.13,94.39,45.38,177.24,101.15,192.1,161.19,127.08,165.9,43.45,51.44,33.24,60.47,118.7,117.03,131.08,164.2,107.98,123.69,17.15,34.45,38.46,89.97,304.26,299.26,285.56,321.48,300.68,296.73,3.12,88.3,98.35,24.56,78.28,79.6,75.9,83.52,77.5,80.19,2.58,22.72,26.16,29.02,100.0,96.25,85.24,78.06,93.33,90.95,8.51,29.02,31.63,139.52,479.29,450.71,407.86,428.57,467.14,444.29,14.76,139.1,148.13
2020-03-15,Borno,Tashan Bama,2,55,11.81,13.18,2020,3,1.0,0.0,302.94,41.76,26.42,4.14,12650.77,235.2,244.99,299.15,315.74,86.26,103.12,482.14,68.26,191.2,278.2,307.2,294.0,246.2,271.63,47.84,55.49,91.43,71.1,156.36,102.85,185.32,163.08,145.48,159.94,38.37,45.38,33.8,86.82,208.36,88.2,141.25,206.8,138.42,136.57,62.46,60.47,28.99,91.63,310.0,298.52,292.78,321.48,304.26,300.8,5.74,89.97,98.11,25.03,84.64,74.62,83.0,87.58,79.18,81.65,5.07,24.56,24.52,29.93,100.0,83.75,93.99,87.2,94.58,93.41,9.38,29.02,27.53,139.93,480.72,471.43,421.43,428.57,477.15,456.43,5.0,139.52,154.94
2020-04-15,Borno,Tashan Bama,2,55,11.81,13.18,2020,4,0.866025,-0.5,302.94,41.76,26.42,4.14,12650.77,245.2,257.57,201.78,321.48,97.4,109.83,545.0,71.16,235.2,269.2,296.8,294.0,231.87,259.63,39.11,68.26,78.13,74.75,244.99,177.24,236.71,107.9,192.86,169.88,46.33,71.1,51.44,58.56,299.15,118.7,145.86,209.03,208.74,162.88,90.23,86.82,34.45,93.3,315.74,304.26,300.0,285.56,310.0,304.63,5.74,91.63,88.3,28.27,86.26,78.28,89.76,83.02,83.06,82.19,4.22,25.03,22.72,31.88,103.12,100.0,86.49,82.74,101.04,94.94,1.8,29.93,29.02,158.17,482.14,479.29,435.0,428.57,480.72,466.55,1.43,139.93,139.1
2020-05-15,Borno,Tashan Bama,2,55,11.81,13.18,2020,5,0.5,-0.866025,302.94,41.76,26.42,4.14,12650.77,255.2,194.66,273.37,339.26,103.64,116.77,565.36,74.06,245.2,191.2,287.2,294.0,223.87,251.03,28.73,71.16,55.49,56.49,257.57,156.36,101.15,99.4,219.64,173.36,55.16,74.75,45.38,79.34,201.78,208.36,117.03,216.02,236.43,172.2,54.42,58.56,60.47,98.46,321.48,310.0,299.26,294.63,315.74,308.21,5.74,93.3,89.97,30.08,97.4,84.64,79.6,65.05,89.43,83.47,6.95,28.27,24.56,33.89,109.83,100.0,96.25,77.98,104.32,98.82,5.02,31.88,29.02,164.08,545.0,480.72,450.71,428.57,502.62,484.88,36.71,158.17,139.52
2020-07-15,Borno,Tashan Bama,2,55,11.81,13.18,2020,7,-0.5,-0.866025,302.94,41.76,26.42,4.14,12650.77,262.08,216.9,265.64,346.3,171.54,188.34,585.71,76.06,255.2,235.2,278.2,317.6,245.2,245.7,10.0,74.06,68.26,62.95,194.66,244.99,102.85,210.89,232.41,188.95,33.29,56.49,71.1,77.09,273.37,299.15,88.2,92.1,258.1,198.26,50.45,79.34,86.82,100.5,339.26,315.74,298.52,303.7,325.49,314.88,12.26,98.46,91.63,49.78,103.64,86.26,74.62,61.12,95.77,87.47,8.8,30.08,25.03,54.66,116.77,103.12,83.75,77.98,109.91,102.24,6.83,33.89,29.93,169.99,565.36,482.14,471.43,428.57,530.83,503.99,43.38,164.08,139.93
2020-08-15,Borno,Tashan Bama,2,55,11.81,13.18,2020,8,-0.866025,-0.5,302.94,41.76,26.42,4.14,12650.77,268.96,319.12,233.38,348.52,175.1,200.17,593.57,78.06,262.08,245.2,269.2,341.2,254.16,243.01,8.49,76.06,71.16,92.62,216.9,257.57,177.24,121.24,223.04,207.95,31.9,62.95,74.75,67.73,265.64,201.78,118.7,85.5,246.93,227.83,39.29,77.09,58.56,101.15,346.3,321.48,304.26,292.96,335.68,322.84,12.79,100.5,93.3,50.82,171.54,97.4,78.28,75.74,124.19,103.63,41.12,49.78,28.27,58.09,188.34,109.83,100.0,83.99,138.31,119.68,43.46,54.66,31.88,172.27,585.71,545.0,479.29,428.57,565.36,523.04,20.36,169.99,158.17
